PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True
32,5660,0.22382003511913298,-0.33310465947702855,0.2516552390683838,-0.14812095874059122,0.11764672781714562,0.13644605989529493,3355,False,False,False,False,False,True,False
33,4406,1.2698028850710845,-0.009098395436448421,-0.2810267305009518,2.076060598279336,-0.2706259042558427,0.8207124922623321,1900,True,False,True,False,False,True,False
34,4406,-1.8681456647847698,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1780,True,False,True,False,False,True,False
35,4406,-0.6129662448424282,-0.33310465947702855,-0.2810267305009518,2.6429760477753925,0.6089848640559615,-0.26300328786535954,2367,True,False,True,False,False,True,False
36,1036,-0.05510872486805407,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,8451,True,True,False,True,False,False,False
37,1035,-0.4037696748520379,0.8539089433632278,0.32309729145768284,-0.2835786325139853,0.5743335307588299,-0.26300328786535954,5147,False,False,True,False,False,False,False
38,4269,-0.961627194826412,-0.33310465947702855,0.027302127179181256,-0.20330741842604805,-0.25285598974449314,0.09059315463358625,5336,False,False,False,False,False,False,False
39,2188,-0.6129662448424282,0.5056779119177444,-0.15882321983504538,-0.2835786325139853,2.0447939565730078,-0.26300328786535954,5046,False,False,False,False,False,False,False
40,4560,0.08435565512553946,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,4456,False,False,False,True,False,False,False
41,5362,-0.8221628148328185,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,5311,True,False,False,True,False,True,False
42,461,1.130338505077491,-0.33310465947702855,-0.1782504446075741,-0.20832436930654413,1.9603868626440972,0.49092428903388896,586,False,True,False,False,False,True,False
43,5513,1.8276604050454586,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,4396,False,False,False,True,False,True,False
44,5513,-1.7286812847911763,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,4630,True,False,False,True,False,False,False
45,5513,-0.5432340548456314,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1567,True,False,False,True,True,False,False
46,2187,-0.5432340548456314,1.1355218644452272,-0.2810267305009518,0.017438420315779312,-0.2706259042558427,-0.20656894292787192,8443,False,False,True,False,False,True,False
47,2187,-0.682698434839225,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,5389,True,False,True,True,False,True,False
48,1408,0.4330166051095233,0.8629932311400664,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,7173,False,False,False,False,False,False,False
49,1557,1.8973925950422554,-0.33310465947702855,-0.2108380474518158,-0.2835786325139853,0.9546097013017109,-0.15101638463003256,8061,False,False,False,False,False,True,False
50,5955,-0.12484091486485083,-0.32704846762580275,-0.2810267305009518,-0.28023399859365455,3.890199578576662,-0.26300328786535954,2589,False,False,False,False,False,True,False
51,2330,-0.26430529485844434,-0.33310465947702855,-0.2810267305009518,2.95737163628648,-0.2706259042558427,-0.26212150122571126,2733,True,False,False,False,False,True,False
52,2,-1.8681456647847698,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6054,True,True,False,False,False,True,False
53,2,0.6422131750999136,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,4041,True,True,False,True,False,True,False
54,2,-0.12484091486485083,0.08931472214597078,0.0981174948983988,5.358818791083935,-0.016516126743543712,-0.26035792794641477,8456,True,True,False,False,False,True,False
55,6108,0.5027487951063201,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,8134,False,False,False,True,True,False,False
56,2482,-0.47350186484883466,-0.26497250115073834,0.40581966790845025,-0.03607572240951217,0.9528327098505759,-0.26212150122571126,7040,False,False,False,False,False,True,False
57,2628,2.3157857350230358,-0.33310465947702855,0.08997059418733838,-0.2835786325139853,-0.2555214769211956,-0.24095862187415343,7298,False,False,False,False,False,True,False
58,2763,-0.961627194826412,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,414,True,False,True,True,False,True,False
59,1697,0.29355222511592977,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1870,True,False,False,True,False,True,False
60,5954,2.3157857350230358,-0.3315906115142221,-0.18514397597847138,0.04586780863859041,-0.2706259042558427,0.14261856637283263,2272,False,False,False,False,False,True,False
61,4562,-2.0076100447783634,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,5981,True,False,False,True,True,False,False
62,4562,-0.7524306248360217,-0.3315906115142221,-0.1193420856199064,0.4622747317197648,-0.2706259042558427,-0.26300328786535954,1602,True,False,False,False,False,True,False
63,2905,-0.5432340548456314,2.613232676144322,-0.2578393977079336,-0.2835786325139853,-0.2706259042558427,-0.24184040851380167,7991,False,False,False,False,False,False,False
64,1845,-0.12484091486485083,0.8675353750284858,-0.2810267305009518,-0.28023399859365455,-0.04583648568727052,-0.26300328786535954,1793,False,False,True,False,False,True,False
65,3044,0.9211419350871006,1.009855883532292,-0.2810267305009518,-0.26852777987249704,-0.26529492990243786,-0.26300328786535954,414,True,False,False,False,False,True,False
66,2627,-0.682698434839225,-0.045435546543803204,-0.2810267305009518,-0.27521704771315847,-0.2697374085302752,0.3771738125192655,5507,False,False,False,False,False,True,False
67,2762,-0.8221628148328185,-0.30887989207212535,1.07574558022565,-0.2835786325139853,-0.2706259042558427,-0.21715038260365085,5916,False,False,False,False,False,True,False
68,3190,-1.0313593848232088,-0.33310465947702855,-0.2804000458308702,-0.2835786325139853,-0.2706259042558427,0.6743359100807237,7647,False,False,False,False,False,True,False
69,1303,0.5724809851031168,-0.2634584531879319,-0.22901190288418136,0.9505912840880496,-0.2706259042558427,-0.2524218481895806,3463,False,False,True,False,True,False,False
70,903,0.9211419350871006,-0.3315906115142221,4.981244444174002,-0.2835786325139853,-0.2706259042558427,0.18318075179665186,202,True,True,False,False,False,True,False
71,3331,-0.12484091486485083,-0.11053960894448052,-0.2810267305009518,1.41884003293435,-0.2706259042558427,-0.26300328786535954,1895,True,False,True,False,False,True,False
72,2904,-0.05510872486805407,-0.3119079879977383,-0.2810267305009518,1.8820718309001545,-0.2706259042558427,-0.26300328786535954,6324,True,False,True,False,False,True,False
73,950,0.6422131750999136,-0.33310465947702855,3.3788117427754245,-0.2835786325139853,0.014581223651318056,8.249764931298786,7200,False,True,False,False,False,True,False
74,4992,-1.1010915748200056,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,2200,False,False,False,True,False,True,False
75,3043,0.9211419350871006,10.879934553067534,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,7829,False,False,True,False,False,True,False
76,3043,-1.8681456647847698,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,2500,True,False,True,True,False,True,False
77,3043,-1.4497525248039893,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,414,True,False,True,False,False,True,False
78,5139,-0.33403748485524115,0.7085603389338085,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.24801291499133937,1935,True,False,False,False,False,True,False
79,962,0.7816775550935071,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,3156,True,True,False,True,False,True,False
80,3189,0.9908741250838974,-0.013640539324867768,-0.2810267305009518,-0.2835786325139853,0.29623436865620895,0.18935325827418956,4399,False,False,False,False,False,True,False
81,1988,1.130338505077491,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,7320,True,False,True,True,True,False,False
82,5281,0.4330166051095233,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,3842,True,False,False,True,False,True,False
83,5303,-0.19457310486164758,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,2161,True,False,False,True,False,True,False
84,3426,-0.12484091486485083,-0.3315906115142221,0.15577248454590337,-0.23173680674885916,-0.10358870784915666,-0.26300328786535954,7748,False,False,False,False,False,True,False
85,6402,-0.682698434839225,-0.33310465947702855,-0.2810267305009518,0.8368737307968052,-0.2697374085302752,-0.23302254211731924,3487,False,False,False,False,False,True,False
86,6402,-2.0076100447783634,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,7232,True,False,False,True,False,True,False
87,6402,-1.7984134747879732,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,7743,True,False,False,True,False,True,False
88,24,1.7579282150486617,-0.33310465947702855,0.47600835095758626,-0.2835786325139853,-0.2679604170791403,0.2986948015905718,164,False,True,False,False,False,True,False
89,4710,-0.19457310486164758,-0.33310465947702855,0.2554153470888732,-0.27521704771315847,-0.24219404103768338,-0.26300328786535954,2394,False,False,False,False,False,True,False
90,4710,-0.19457310486164758,-0.33310465947702855,1.4805838770983448,1.3168286983642632,-0.2706259042558427,-0.1862878502159623,4850,True,False,False,False,False,True,False
91,3407,-0.4037696748520379,0.13776425695577715,-0.013432376376120872,0.5960600885329935,-0.237751562409846,-0.26300328786535954,295,False,False,False,False,True,False,False
92,4848,-1.8681456647847698,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,7695,True,False,False,False,False,True,False
93,6156,0.15408784512233623,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1261,True,False,True,True,False,True,False
94,3471,-0.7524306248360217,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,0.4668255479651649,-0.18276070365736932,6653,False,False,False,False,False,True,False
95,3485,-0.33403748485524115,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.24801291499133937,725,True,False,False,False,False,True,False
96,5331,-1.3800203348071927,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6989,True,False,False,True,False,False,False
97,5331,-1.5892169047975828,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,2975,False,False,False,True,False,True,False
98,3442,-0.12484091486485083,-0.33310465947702855,-0.2810267305009518,0.6696420347802693,-0.2688489128047078,-0.14748923807143957,1545,False,False,False,False,False,True,False
99,1182,-0.5432340548456314,2.3058809396946125,-0.27789330715054394,-0.2551492441911742,-0.2706259042558427,-0.26300328786535954,1901,False,False,True,False,False,True,False
100,5348,-0.4037696748520379,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,5871,False,False,False,True,False,True,False
101,5348,0.15408784512233623,0.517790295620196,-0.2810267305009518,0.2615966964999217,-0.2706259042558427,-0.26300328786535954,414,False,False,False,False,False,True,False
102,5348,-2.0076100447783634,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6068,True,False,False,False,False,True,False
103,6156,0.22382003511913298,-0.33310465947702855,-0.024086015767507584,-0.2735447307529931,3.2202738014987826,0.4106817048258988,3526,False,True,False,False,False,True,False
104,528,0.7816775550935071,-0.33310465947702855,-0.07359410470395171,-0.2835786325139853,-0.2706259042558427,1.2245707732212279,185,False,True,False,False,False,True,False
105,528,0.9211419350871006,3.011427290362418,6.874458832490428,-0.2835786325139853,1.389084111104208,0.12939176677810899,119,True,True,False,False,False,True,False
106,528,-0.05510872486805407,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,4124,True,True,False,True,False,True,False
107,2121,0.014623465128742697,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,191,True,True,False,True,False,True,False
108,151,1.3395350750678812,-0.33310465947702855,1.3088722774959942,-0.13808705697959905,-0.2555214769211956,-0.25154006154993236,5743,True,True,False,False,False,False,True
109,3470,2.4552501150166295,-0.33310465947702855,-0.2810267305009518,1.0609642034589633,-0.2706259042558427,-0.26300328786535954,4015,True,False,False,False,False,True,False
110,5364,-0.12484091486485083,-0.20895272652689972,-0.1826372372981451,0.4338453433969537,-0.05916392157078271,-0.26212150122571126,5406,False,False,False,False,False,True,False
111,3484,-0.19457310486164758,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6675,True,False,True,False,False,True,False
112,1314,0.29355222511592977,-0.3315906115142221,1.112093291090381,-0.2835786325139853,-0.25996395554903295,0.09323851455253099,280,True,True,False,False,False,True,False
113,0,0.7119453650967104,-0.33310465947702855,1.187922136170251,-0.2835786325139853,-0.21287368209395657,5.819560952428227,960,False,False,False,False,False,True,False
114,0,-1.1010915748200056,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,4721,True,True,False,True,False,True,False
115,3500,-0.33403748485524115,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1010,True,False,True,True,False,True,False
116,5377,0.014623465128742697,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,0.35043260791582515,-0.19775107653138949,7067,False,False,False,False,False,True,False
117,3523,-0.7524306248360217,-0.24983202152267386,0.09310401753774623,-0.2016351014658827,-0.2706259042558427,-0.26212150122571126,4052,False,False,False,False,False,True,False
118,3524,2.66444668500702,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,5579,True,False,True,True,False,True,False
119,2141,0.4330166051095233,0.7282429624502924,-0.2810267305009518,0.21142718769496094,-0.2706259042558427,-0.24095862187415343,5581,False,False,True,False,False,True,False
120,1304,2.246053545026239,3.229450197006546,-0.071714050693707,-0.26852777987249704,0.01013874502348066,-0.26123971458606304,3561,False,False,True,False,False,True,True
121,2158,1.130338505077491,2.850938206304934,-0.27726662248046235,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,942,False,False,True,False,False,True,False
122,5396,-0.47350186484883466,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6420,True,False,False,True,True,False,False
123,3551,-0.682698434839225,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,3071,True,False,True,True,False,True,False
124,1330,0.5027487951063201,3.8123586626870294,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,2554,False,False,True,False,False,True,False
125,5315,-0.682698434839225,-0.33310465947702855,-0.2722531451198098,0.9372127484067267,-0.2706259042558427,-0.26300328786535954,1445,True,False,False,False,False,True,False
126,5410,1.2698028850710845,-0.18624200708480299,-0.01907253840685501,-0.07286669553315006,-0.24841351111665574,-0.21450502268470611,414,False,False,False,False,True,False,False
127,5330,-1.1010915748200056,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,2996,True,False,False,True,False,True,False
128,1987,0.3632844151127265,-0.33310465947702855,-0.2672396677591572,-0.2835786325139853,0.23048568496421548,-0.08047345345817306,5690,False,False,False,False,False,True,False
129,979,0.4330166051095233,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1656,True,True,False,True,False,False,False
130,5347,-0.33403748485524115,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,2918,True,False,False,True,False,True,False
131,3550,-0.19457310486164758,0.3330764441578091,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,0.14438213965212912,8018,False,False,False,False,False,True,False
132,3566,0.15408784512233623,-0.33310465947702855,-0.2810267305009518,-0.12136388737794547,-0.2706259042558427,-0.26300328786535954,6396,False,False,True,False,False,True,False
133,3579,-0.6129662448424282,-0.33310465947702855,-0.01781916906669187,0.06760792912074008,-0.2706259042558427,-0.26300328786535954,3571,True,False,False,False,False,True,False
134,5432,1.8973925950422554,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,8010,False,False,False,False,False,True,False
135,5448,1.4789994550614747,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6864,True,False,False,True,False,True,False
136,3578,0.9211419350871006,1.289954756651485,-0.2810267305009518,-0.2668554629123317,-0.2706259042558427,-0.195987503252093,1945,False,False,True,False,False,True,False
137,5467,-0.12484091486485083,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1169,True,False,False,True,False,False,False
138,5363,0.6422131750999136,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,7033,False,False,False,True,False,False,False
139,3594,0.8514097450903039,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,0.2722412024011245,537,False,False,False,False,False,True,False
140,5395,-0.47350186484883466,5.9032588993227355,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.20921430284681666,3470,False,False,False,False,False,True,False
141,567,-0.19457310486164758,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,4542,True,True,False,True,False,True,False
142,567,-0.8221628148328185,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6933,True,True,False,True,False,True,False
143,5485,1.967124785039052,-0.2574022613367061,0.7768169925967403,-0.2835786325139853,-0.2706259042558427,-0.1439620915128466,2980,True,False,False,False,False,True,False
144,5485,-0.8221628148328185,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,3989,False,False,False,True,True,False,False
145,3657,0.4330166051095233,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,3520,True,False,True,True,False,True,False
146,3632,-1.1010915748200056,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,5661,True,False,True,True,False,True,False
147,3632,-0.12484091486485083,1.7335708097537748,-0.2810267305009518,-0.20330741842604805,-0.25107899829335817,-0.14219851823355012,6640,False,False,True,False,False,True,False
148,5409,0.15408784512233623,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,8122,False,False,False,True,False,True,False
149,1410,-0.33403748485524115,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.07426834890542985,0.23696973681519473,5683,False,False,False,False,False,True,False
150,5515,-0.682698434839225,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1910,True,False,False,True,True,False,False
151,5419,0.22382003511913298,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,3696,True,False,False,True,False,True,False
152,1425,2.0368569750358487,-0.33310465947702855,0.33625766952939584,-0.2835786325139853,-0.26618342562800534,-0.26300328786535954,3885,True,False,False,False,False,True,False
153,3673,-0.5432340548456314,0.10142710584842238,-0.2810267305009518,-0.25682156115133953,-0.16844889581558264,-0.10869062592691685,2415,False,False,False,False,False,False,False
154,308,0.6422131750999136,-0.33310465947702855,6.202652866162984,-0.2819063155538199,13.03015510748932,1.5984483084320833,7804,False,True,False,False,False,True,False
155,1345,0.6422131750999136,4.835855085544189,-0.2810267305009518,-0.014335601927362506,-0.24574802393995332,-0.1580706777472185,8175,False,False,True,False,False,True,False
156,5447,-0.682698434839225,-0.3315906115142221,-0.14378278775308767,0.8418906816773013,-0.2688489128047078,-0.25330363482922885,2590,True,False,False,False,False,True,False
157,5447,-2.0076100447783634,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6515,False,False,False,False,False,True,False
158,5447,-1.7984134747879732,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6850,True,False,False,False,False,True,False
159,5466,-0.6129662448424282,-0.33310465947702855,-0.2810267305009518,-0.2785616816334892,-0.004965682311166485,-0.1818789170177211,5837,False,False,False,False,False,True,False
160,902,-0.33403748485524115,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,4773,True,True,False,True,False,True,False
161,3646,0.5724809851031168,-0.30736584410931894,-0.1895307686690424,0.4288283925164576,-0.2706259042558427,-0.058428787466966954,7249,True,False,False,False,False,True,False
162,5484,-0.26430529485844434,-0.2392336857830287,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,0.5799847396383616,1437,False,False,False,False,False,True,False
163,5530,1.8973925950422554,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1321,True,False,False,True,False,True,False
164,2157,1.409267265064678,-0.20592463060128682,-0.27914667649070707,0.38702046851232363,-0.09114976769121196,-0.17658819717983162,3816,False,False,False,False,False,False,False
165,5545,-1.2405559548135991,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,414,False,False,False,True,False,False,False
166,5498,-1.9378778547815667,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,7462,True,False,False,True,False,True,False
167,5498,-1.4497525248039893,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,6667,False,False,False,False,False,True,False
168,5498,0.7119453650967104,-0.33310465947702855,-0.2810267305009518,-0.2668554629123317,0.5272432573037534,-0.26300328786535954,4972,False,False,False,False,False,True,False
169,3707,-1.8681456647847698,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,7194,True,False,True,True,False,True,False
170,3707,-0.4037696748520379,-0.33310465947702855,-0.2810267305009518,-0.2702000968326624,0.6818415135524948,-0.26300328786535954,3133,False,False,True,False,False,True,False
