city_name,population_density,avg_income,internet_penetration,avg_rent,air_quality_index,public_transport_score,happiness_score,green_space_ratio,country_Africa,country_Asia,country_Europe,country_North America,country_Oceania,country_South America
New Wood,0.255112724226984,0.5877862595419847,79.2,0.5353982300884955,0.21774193548387094,0.4700000000000001,8.5,0.9249999999999999,False,False,True,False,False,False
Port Beach,0.11398059607733649,0.7366412213740458,99.7,0.6283185840707964,0.1774193548387097,0.56625,8.5,0.38749999999999996,False,False,True,False,False,False
Fallshaven,0.26621065121798004,0.616412213740458,61.6,0.35398230088495575,0.4032258064516128,0.5437500000000001,7.6,0.6035714285714285,False,False,True,False,False,False
Vistaland,0.21002303343337755,0.49427480916030536,88.5,0.5,0.1935483870967742,0.44500000000000006,8.5,0.6178571428571429,False,False,True,False,False,False
San Vista,0.09862497382564389,0.6717557251908396,100.0,0.5486725663716814,0.2096774193548387,0.44500000000000006,8.5,0.5964285714285714,False,False,True,False,False,False
Bayport,0.23270747539610526,0.467557251908397,70.3,0.47787610619469023,0.34677419354838707,0.3225,7.3,0.5589285714285713,False,False,True,False,False,False
Field,0.13778181056746006,0.6679389312977099,87.7,0.5442477876106194,0.29032258064516125,0.6712500000000001,8.5,0.8428571428571429,False,False,True,False,False,False
North Harbor,0.388497242967823,0.6374045801526717,94.1,0.5486725663716814,0.4274193548387097,0.59875,8.0,0.5232142857142857,False,False,True,False,False,False
Forestshire,0.3209325050603755,0.4828244274809161,81.8,0.3672566371681416,0.5403225806451613,0.6300000000000001,7.2,0.43392857142857144,False,False,True,False,False,False
Springs,0.12458993508759685,0.4599236641221374,75.5,0.36283185840707965,0.3225806451612903,0.4337500000000001,7.9,0.7071428571428572,False,False,True,False,False,False
Mount City,0.2509946255322119,0.4809160305343511,66.1,0.4247787610619469,0.48387096774193544,0.42874999999999996,7.3,0.5357142857142857,False,False,True,False,False,False
River,0.1277308578208976,0.648854961832061,100.0,0.5530973451327433,0.3709677419354838,0.4837500000000001,8.5,0.6303571428571428,False,False,True,False,False,False
Port Springs,0.31709359949745236,0.5591603053435114,82.4,0.42035398230088494,0.33064516129032256,0.48,8.0,0.6982142857142857,False,False,True,False,False,False
Hill,0.24464298178264815,0.45801526717557256,90.1,0.49557522123893805,0.2661290322580645,0.51125,8.5,0.6446428571428572,False,False,True,False,False,False
New Park,0.20792908494451037,0.648854961832061,100.0,0.4690265486725663,0.25,0.525,8.5,0.6928571428571427,False,False,True,False,False,False
Lake Town,0.15313743281915265,0.6545801526717556,84.8,0.6592920353982301,0.18548387096774194,0.71625,8.5,0.8946428571428572,False,False,True,False,False,False
Wood,0.27109653102533676,0.5038167938931297,86.2,0.41150442477876104,0.3064516129032258,0.6112500000000001,8.5,0.7517857142857143,False,False,True,False,False,False
Townland,0.215118308089621,0.3282442748091603,83.6,0.2256637168141593,0.2983870967741935,0.6425000000000001,7.2,0.6232142857142857,False,False,True,False,False,False
Town,0.22049277587771343,0.6870229007633587,91.1,0.6858407079646017,0.4032258064516128,0.7800000000000001,8.5,0.7035714285714285,False,False,True,False,False,False
Woodland,0.1266140852935018,0.5973282442748091,65.8,0.5530973451327433,0.18548387096774194,0.56125,7.9,0.6678571428571428,False,False,True,False,False,False
Pointland,0.255391917358833,0.7347328244274809,96.5,0.6194690265486725,0.2096774193548387,0.48,8.5,0.5982142857142857,False,False,True,False,False,False
San Harbor,0.2558107070566064,0.6106870229007633,97.0,0.504424778761062,0.1774193548387097,0.5462500000000001,8.5,0.46071428571428574,False,False,True,False,False,False
Saint Falls,0.18363928247365116,0.45801526717557256,75.6,0.4424778761061947,0.2258064516129032,0.4475,6.8,0.4321428571428571,False,False,True,False,False,False
Fieldton,0.16053605081315,0.7194656488549618,79.0,0.8097345132743363,0.2661290322580645,0.57625,7.7,0.5,False,False,True,False,False,False
New Hill,0.07245061771480421,0.564885496183206,84.0,0.37610619469026546,0.2661290322580645,0.5975,8.0,0.7839285714285714,False,False,True,False,False,False
Port Stone,0.29992322188874154,0.38740458015267176,87.0,0.26991150442477874,0.282258064516129,0.47250000000000003,6.9,0.8517857142857143,False,False,True,False,False,False
West Stone,0.255391917358833,0.599236641221374,83.6,0.5575221238938053,0.4112903225806452,0.57125,7.2,0.45535714285714285,False,False,True,False,False,False
Woodport,0.15655754868430238,0.6603053435114503,89.5,0.5088495575221239,0.21774193548387094,0.5975,8.5,0.6232142857142857,False,False,True,False,False,False
Harborport,0.22468067285544777,0.41030534351145037,59.0,0.2743362831858407,0.4274193548387097,0.38875000000000004,6.3,0.7374999999999999,False,False,True,False,False,False
South Forest,0.22461087457248552,0.47328244274809156,98.5,0.4823008849557522,0.4032258064516128,0.3962500000000001,7.4,0.6517857142857143,False,False,True,False,False,False
Mount Valley,0.3140922733300761,0.3416030534351145,82.1,0.2300884955752212,0.34677419354838707,0.47250000000000003,7.5,0.7214285714285714,False,False,True,False,False,False
Bridgedale,0.2026244154393802,0.6755725190839694,91.3,0.5486725663716814,0.1935483870967742,0.6775000000000001,8.5,0.7000000000000001,False,False,True,False,False,False
Pointshire,0.2415020590493474,0.47900763358778625,89.1,0.41150442477876104,0.43548387096774194,0.5775000000000001,6.2,0.6785714285714285,False,True,False,False,False,False
Forestdale,1.0,0.2595419847328244,58.7,0.15486725663716813,0.6935483870967742,0.9000000000000001,3.7,0.13571428571428568,False,True,False,False,False,False
Woodburg,0.5047811823829134,0.19656488549618323,70.8,0.1592920353982301,0.9516129032258063,0.36250000000000004,4.2,0.6214285714285713,False,True,False,False,False,False
North City,0.9325050603755147,0.43702290076335876,70.7,0.24336283185840707,0.8709677419354838,0.53,3.7,0.16428571428571426,False,True,False,False,False,False
Riverford,0.6437495637607314,0.5133587786259541,65.7,0.39823008849557523,0.975806451612903,0.585,4.1,0.35178571428571426,False,True,False,False,False,False
Gardenborough,0.3760731486005444,0.33969465648854963,76.0,0.3716814159292035,0.4758064516129032,0.36750000000000005,5.4,0.6142857142857142,False,True,False,False,False,False
San Point,0.29008166399106583,0.42175572519083976,71.4,0.38495575221238937,0.6209677419354838,0.4475,5.6,0.5571428571428572,False,True,False,False,False,False
Saint Forest,0.6055699029803867,0.23282442748091603,85.8,0.19026548672566368,0.5241935483870968,0.42375000000000007,5.5,0.35000000000000003,False,True,False,False,False,False
Bay,0.5290709848537726,0.38740458015267176,72.2,0.2920353982300885,0.685483870967742,0.4525000000000001,5.6,0.5446428571428571,False,True,False,False,False,False
Mount Ridge,0.5263488518182453,0.5763358778625953,72.4,0.584070796460177,0.282258064516129,0.6825,7.6,0.34285714285714286,False,True,False,False,False,False
Old Wood,0.443079500244294,0.030534351145038163,53.4,0.022123893805309727,0.282258064516129,0.36375,4.6,0.33749999999999997,False,True,False,False,False,False
Old Springs,0.12940601661199136,0.3416030534351145,75.6,0.3495575221238938,0.4435483870967742,0.29875,6.3,0.7517857142857143,False,True,False,False,False,False
Ridgeford,0.330704264675089,0.37213740458015265,75.6,0.36283185840707965,0.4596774193548387,0.485,6.6,0.5910714285714286,False,True,False,False,False,False
Stoneland,0.6997277866964473,0.37213740458015265,66.6,0.331858407079646,0.4596774193548387,0.57625,5.3,0.1607142857142857,False,True,False,False,False,False
Forest,0.39875759056327215,0.3816793893129771,78.4,0.34513274336283184,0.5080645161290323,0.29125,4.9,0.36607142857142855,False,True,False,False,False,False
Springsdale,0.34082501570461365,0.4141221374045802,78.2,0.3893805309734513,0.41935483870967744,0.5075000000000001,7.1,0.8125,False,True,False,False,False,False
Lake Bay,0.5639003280519299,0.47519083969465653,72.9,0.3893805309734513,0.6370967741935483,0.56125,5.6,0.36428571428571427,False,True,False,False,False,False
Pointdale,0.794513854959168,0.6259541984732824,91.4,0.5663716814159292,0.45161290322580644,0.9712500000000002,7.4,0.4321428571428571,False,True,False,False,False,False
Park,0.2557409087736442,0.116412213740458,52.7,0.07079646017699115,0.6451612903225805,0.24124999999999996,4.7,0.75,False,True,False,False,False,False
South Garden,0.327772736790675,0.3931297709923664,85.4,0.3141592920353982,0.31451612903225806,0.4637500000000001,5.8,0.4178571428571428,False,True,False,False,False,False
Parkville,0.5627137572415719,0.4179389312977099,78.2,0.3495575221238938,0.8951612903225805,0.4325000000000001,4.6,0.3071428571428571,False,True,False,False,False,False
Fallsborough,0.38898583094855865,0.4198473282442748,48.4,0.415929203539823,0.5564516129032258,0.6987500000000001,5.7,0.48571428571428565,False,True,False,False,False,False
Pointhaven,0.780205206951909,0.3148854961832061,83.4,0.252212389380531,0.3870967741935483,0.43000000000000005,6.1,0.30357142857142855,False,True,False,False,False,False
Port Field,0.6783695121100021,0.4198473282442748,67.3,0.43805309734513276,0.7903225806451613,0.4962500000000001,5.1,0.3910714285714285,False,True,False,False,False,False
Lake Hill,0.7998185244642981,0.23091603053435117,69.6,0.18584070796460178,0.9516129032258063,0.5887500000000001,2.5,0.0,False,True,False,False,False,False
Mount Hill,0.7493543658825993,0.3148854961832061,71.0,0.29646017699115046,0.7258064516129032,0.53625,4.6,0.33749999999999997,False,True,False,False,False,False
Beach,0.8407901165631325,0.27099236641221375,64.6,0.24778761061946902,0.9516129032258063,0.75875,3.5,0.40714285714285714,False,True,False,False,False,False
Mount Field,0.6032665596426328,0.48473282442748095,76.1,0.4247787610619469,0.717741935483871,0.87625,5.6,0.20535714285714285,False,True,False,False,False,False
Harbor,0.670761499267118,0.4198473282442748,73.1,0.3230088495575221,0.8629032258064515,0.8875,4.8,0.32321428571428573,False,True,False,False,False,False
Old Garden,0.2529489774551546,0.41030534351145037,80.6,0.2168141592920354,0.6532258064516128,0.47750000000000004,5.9,0.3696428571428571,False,True,False,False,False,False
Vista,0.655266280449501,0.3568702290076336,56.7,0.3185840707964602,0.661290322580645,0.5275000000000001,5.5,0.4839285714285715,False,True,False,False,False,False
Townton,0.8710127730857821,0.5057251908396946,75.5,0.3230088495575221,0.6129032258064515,0.7087500000000001,5.8,0.2696428571428572,False,True,False,False,False,False
Mount Beach,0.7375584560619809,0.5019083969465649,72.2,0.3053097345132743,0.6451612903225805,0.52875,6.3,0.3535714285714286,False,True,False,False,False,False
San Bay,0.5750680533258882,0.4293893129770992,80.8,0.38495575221238937,0.879032258064516,0.65625,5.6,0.3392857142857143,False,True,False,False,False,False
Port Harbor,0.1726809520485796,0.366412213740458,76.8,0.37610619469026546,0.6532258064516128,0.4637500000000001,5.5,0.5553571428571429,False,True,False,False,False,False
Stoneton,0.9244782578348573,0.42748091603053434,86.1,0.34513274336283184,0.8225806451612903,0.63375,4.8,0.0732142857142857,False,True,False,False,False,False
Parkshire,0.6059886926781601,0.5534351145038168,71.2,0.45575221238938046,0.532258064516129,0.7425000000000002,6.8,0.27499999999999997,False,True,False,False,False,False
Pointford,0.7024499197319746,0.26717557251908397,70.5,0.20353982300884954,0.9677419354838708,0.4475,4.3,0.4160714285714286,False,True,False,False,False,False
Parkhaven,0.7824387520067007,0.6202290076335878,100.0,0.5486725663716814,0.75,0.8275000000000001,5.7,0.2285714285714286,False,True,False,False,False,False
Port Falls,0.6159698471417603,0.2538167938931298,69.3,0.2079646017699115,0.5725806451612903,0.6487500000000002,5.0,0.5339285714285714,False,True,False,False,False,False
West Park,0.32847071962029734,0.3816793893129771,76.8,0.3053097345132743,0.5241935483870968,0.51625,5.1,0.4089285714285714,False,True,False,False,False,False
Hilldale,0.0026523347525650868,0.2958015267175573,51.5,0.252212389380531,0.37903225806451607,0.34124999999999994,5.3,0.6089285714285715,False,True,False,False,False,False
Valleyford,0.1678648705241851,0.4809160305343511,60.1,0.42035398230088494,0.43548387096774194,0.6087500000000001,7.0,0.782142857142857,False,True,False,False,False,False
Stoneshire,0.5564319117749703,0.34541984732824427,74.8,0.16814159292035397,0.629032258064516,0.5462500000000001,5.3,0.46249999999999997,False,True,False,False,False,False
Bridgeburg,0.26139456969358554,0.2900763358778626,67.6,0.2300884955752212,0.4758064516129032,0.27375,5.7,0.6660714285714285,False,True,False,False,False,False
Mount Falls,0.0,0.3530534351145038,54.6,0.3584070796460177,0.33064516129032256,0.36,6.6,0.7875,False,True,False,False,False,False
New River,0.5384239547707127,0.29961832061068705,79.9,0.2079646017699115,0.3225806451612903,0.70375,7.2,0.5232142857142857,False,True,False,False,False,False
Beachford,0.7173867522858938,0.4141221374045802,68.5,0.2743362831858407,0.4435483870967742,0.7375,6.6,0.5803571428571428,False,True,False,False,False,False
Fallsville,0.6505897954910309,0.35496183206106874,61.7,0.3274336283185841,0.6774193548387097,0.7337500000000001,5.4,0.30892857142857144,False,True,False,False,False,False
West Bay,0.10727996091296153,0.31297709923664124,66.2,0.26106194690265483,0.4919354838709677,0.255,5.1,0.39999999999999997,False,True,False,False,False,False
Bayford,0.5080617016821386,0.3187022900763359,70.6,0.12389380530973451,0.3709677419354838,0.6699999999999999,6.2,0.6,False,True,False,False,False,False
Gardenford,0.7345571298946046,0.3893129770992366,78.1,0.2920353982300885,0.4919354838709677,0.7425000000000002,5.9,0.5071428571428571,False,True,False,False,False,False
Woodhaven,0.9431143993857751,0.41603053435114506,83.5,0.4070796460176991,0.8387096774193548,0.7462500000000001,4.1,0.1821428571428571,False,True,False,False,False,False
Port Wood,0.45655056885600614,0.35114503816793896,93.4,0.331858407079646,0.6451612903225805,0.71,6.3,0.6321428571428571,False,True,False,False,False,False
Cityville,0.42123263767711316,0.333969465648855,69.7,0.28761061946902655,0.48387096774193544,0.47875,6.5,0.6785714285714285,False,True,False,False,False,False
Springsborough,0.3858449082152579,0.3473282442748092,76.3,0.27876106194690264,0.49999999999999994,0.4650000000000001,6.1,0.5464285714285715,False,True,False,False,False,False
Old River,0.2024150205904935,0.4408396946564886,71.4,0.40265486725663713,0.2096774193548387,0.43000000000000005,7.2,0.6553571428571429,False,True,False,False,False,False
Bayshire,0.5039436029873665,0.116412213740458,74.7,0.10176991150442477,0.39516129032258057,0.4387500000000001,6.5,0.5821428571428572,False,True,False,False,False,False
Saint Field,0.31486005444266074,0.3148854961832061,69.9,0.2654867256637168,0.5564516129032258,0.1775,4.8,0.5428571428571428,False,True,False,False,False,False
Stonedale,0.2973406854191387,0.38740458015267176,72.5,0.331858407079646,0.4919354838709677,0.3375,5.4,0.48571428571428565,False,True,False,False,False,False
Beachland,0.7266699239198716,0.28053435114503816,77.0,0.18141592920353983,1.0,0.7775000000000001,4.5,0.5053571428571428,False,True,False,False,False,False
Forestborough,0.46618273190479514,0.4293893129770992,71.0,0.252212389380531,0.27419354838709675,0.635,7.5,0.4107142857142857,False,True,False,False,False,False
Rivershire,0.4780484400083758,0.4541984732824427,70.3,0.4070796460176991,0.4274193548387097,0.68875,6.5,0.31607142857142856,False,True,False,False,False,False
Pointport,0.3647658267606617,0.3435114503816794,49.5,0.2079646017699115,0.46774193548387094,0.41625,5.1,0.5232142857142857,False,True,False,False,False,False
Fallsburg,0.6294409157534725,0.40076335877862596,82.2,0.3185840707964602,0.5483870967741935,0.51125,6.6,0.7553571428571427,False,True,False,False,False,False
Gardenport,0.6180637956306275,0.23854961832061072,58.2,0.1991150442477876,0.45161290322580644,0.52,4.9,0.4714285714285714,False,True,False,False,False,False
Ridgedale,0.42304739303413136,0.5438931297709924,81.8,0.4823008849557522,0.6370967741935483,0.75875,6.6,0.7571428571428571,False,True,False,False,False,False
East City,0.1043484330285475,0.3206106870229008,62.3,0.163716814159292,0.4758064516129032,0.38375000000000004,5.0,0.3339285714285714,False,True,False,False,False,False
San Field,0.4743491310113771,0.4599236641221374,69.7,0.331858407079646,0.782258064516129,0.51125,4.7,0.3285714285714285,False,True,False,False,False,False
Valleyport,0.606547078941858,0.4770992366412214,73.1,0.34513274336283184,0.7016129032258065,0.41000000000000003,5.8,0.41428571428571426,False,True,False,False,False,False
Lake Ridge,0.28261324771410623,0.49427480916030536,73.0,0.3584070796460177,0.36290322580645157,0.7300000000000001,7.3,0.5767857142857142,False,True,False,False,False,False
Port Park,0.7667341383401969,0.4141221374045802,72.8,0.30973451327433627,0.1935483870967742,0.6387499999999999,7.3,0.4714285714285714,False,True,False,False,False,False
Lake Valley,0.48258532840092133,0.44274809160305345,69.1,0.2920353982300885,0.6451612903225805,0.7075,6.1,0.5035714285714286,False,True,False,False,False,False
Parkton,0.8062399664968242,0.5267175572519084,78.3,0.3230088495575221,0.75,0.5925,5.7,0.4928571428571429,False,True,False,False,False,False
San River,0.6153416625951001,0.26717557251908397,81.4,0.25663716814159293,0.7258064516129032,0.3087500000000001,4.1,0.4892857142857142,False,True,False,False,False,False
Bridgeborough,0.606826272073707,0.4618320610687023,87.2,0.4247787610619469,0.6532258064516128,0.6875,7.0,0.6428571428571428,False,True,False,False,False,False
Harborford,0.5546869547009143,0.46946564885496184,72.6,0.3716814159292035,0.6693548387096775,0.8237500000000002,6.2,0.39285714285714285,False,True,False,False,False,False
Forestburg,0.3880784532700496,0.4770992366412214,68.8,0.45575221238938046,0.6209677419354838,0.48750000000000004,5.8,0.47678571428571426,False,True,False,False,False,False
Port Bay,0.5609688001675159,0.2137404580152672,54.7,0.1592920353982301,0.282258064516129,0.43500000000000005,5.8,0.3482142857142857,False,True,False,False,False,False
Harborborough,0.5710197529140784,0.5,72.5,0.3495575221238938,0.45161290322580644,0.5150000000000001,6.2,0.40535714285714286,False,True,False,False,False,False
Bridgeville,0.13603685349340408,0.8416030534351144,92.7,0.7566371681415929,0.2983870967741935,0.46125000000000005,8.5,0.6071428571428571,False,False,False,True,False,False
Vistaville,0.2798911146785789,0.7423664122137404,100.0,0.5,0.2661290322580645,1.0,8.5,0.33571428571428574,False,False,False,True,False,False
Port Valley,0.09960214978711524,0.6946564885496183,84.9,0.668141592920354,0.3225806451612903,0.48,7.4,0.34285714285714286,False,False,False,True,False,False
Lake Park,0.23487122216793468,0.7633587786259541,73.0,0.6194690265486725,0.36290322580645157,0.585,8.5,0.6928571428571427,False,False,False,True,False,False
Woodborough,0.22244712780065612,0.75,76.1,0.7123893805309734,0.2419354838709677,0.57125,8.5,0.5392857142857144,False,False,False,True,False,False
Lake Wood,0.14050394360298737,0.1870229007633588,69.4,0.13716814159292035,0.3870967741935483,0.2775000000000001,5.8,0.6035714285714285,False,False,False,True,False,False
New Field,0.2608361834298876,0.5248091603053434,91.9,0.38495575221238937,0.685483870967742,0.4900000000000001,7.2,0.594642857142857,False,False,False,True,False,False
Beachshire,0.1518112654428701,0.616412213740458,98.4,0.5221238938053098,0.11290322580645157,0.66,8.2,0.43392857142857144,False,False,False,True,False,False
New Springs,0.13149996510085854,0.8053435114503816,99.1,0.6902654867256637,0.27419354838709675,0.39125,8.1,0.5910714285714286,False,False,False,True,False,False
Fieldville,0.11530676345361904,0.43320610687022904,77.1,0.38495575221238937,0.3225806451612903,0.46625000000000005,7.6,0.7071428571428572,False,False,False,True,False,False
Cityshire,0.2704683464786766,0.7194656488549618,83.5,0.49557522123893805,0.4596774193548387,0.63375,8.4,0.5642857142857143,False,False,False,True,False,False
Lake Vista,0.11761010679137293,0.7213740458015266,79.9,0.6283185840707964,0.2419354838709677,0.7012499999999999,8.5,0.6160714285714286,False,False,False,True,False,False
San Falls,0.08857402107908145,0.8511450381679388,100.0,0.588495575221239,0.25806451612903225,0.9487500000000002,8.5,0.5767857142857142,False,False,False,True,False,False
East Town,0.09820618412787045,0.7519083969465649,99.4,0.5176991150442478,0.27419354838709675,0.7075,8.5,0.7714285714285715,False,False,False,True,False,False
Lake Falls,0.03685349340406226,0.6545801526717556,89.6,0.45575221238938046,0.282258064516129,0.65,8.5,0.8607142857142858,False,False,False,True,False,False
Riverborough,0.10804774202554616,0.7862595419847328,88.7,0.5619469026548672,0.4032258064516128,0.5012500000000001,7.9,0.48750000000000004,False,False,False,True,False,False
Stonehaven,0.08159419278285754,0.7557251908396946,100.0,0.6460176991150443,0.3709677419354838,0.5950000000000001,8.4,0.5035714285714286,False,False,False,True,False,False
Fallston,0.1776366301388986,0.8835877862595419,100.0,0.8451327433628318,0.2983870967741935,0.44875,8.5,0.594642857142857,False,False,False,True,False,False
East Bridge,0.23459202903608573,0.9045801526717556,95.7,0.5796460176991151,0.09677419354838707,0.645,8.5,0.6535714285714286,False,False,False,True,False,False
San Park,0.18957213652544147,0.7843511450381679,70.5,0.5176991150442478,0.2258064516129032,0.6587500000000001,8.5,0.4178571428571428,False,False,False,True,False,False
Springsford,0.11293362183290291,0.7843511450381679,72.3,0.5530973451327433,0.1774193548387097,0.6000000000000001,8.5,0.7946428571428571,False,False,False,True,False,False
Saint City,0.21588608920220564,0.6011450381679388,68.5,0.584070796460177,0.34677419354838707,0.73875,8.5,0.7732142857142856,False,False,False,True,False,False
Forestport,0.08368814127172472,0.37213740458015265,83.1,0.30973451327433627,0.49999999999999994,0.24375000000000002,6.9,0.5732142857142857,False,False,False,True,False,False
North Wood,0.15453339847839745,0.8759541984732824,100.0,0.743362831858407,0.3548387096774193,0.8474999999999999,8.5,0.5214285714285714,False,False,False,True,False,False
Lake River,0.150903887764361,0.5954198473282443,78.2,0.5752212389380531,0.3387096774193548,0.8587500000000001,8.5,0.7339285714285714,False,False,False,True,False,False
Fieldburg,0.1385495916800447,0.8282442748091603,96.9,0.8451327433628318,0.3064516129032258,0.36375,8.5,0.49642857142857144,False,False,False,True,False,False
Ridge,0.0570949954631116,0.7309160305343511,100.0,0.6106194690265486,0.20161290322580644,0.555,8.5,0.8732142857142856,False,False,False,True,False,False
Old Forest,0.08927200390870384,0.7137404580152671,100.0,0.48672566371681414,0.25806451612903225,0.71375,8.5,0.7714285714285715,False,False,False,True,False,False
San Town,0.2962239128917429,0.6221374045801527,89.4,0.6061946902654867,0.596774193548387,0.51125,7.3,0.6214285714285713,False,False,False,True,False,False
Valleyshire,0.231171913170936,0.515267175572519,80.6,0.3716814159292035,0.39516129032258057,0.505,7.5,0.8107142857142856,False,False,False,True,False,False
Fieldhaven,0.20269421372234245,0.8625954198473282,100.0,0.4911504424778761,0.3548387096774193,0.35625000000000007,8.5,0.6857142857142856,False,False,False,True,False,False
South Vista,0.23822153975012217,0.6183206106870228,100.0,0.5309734513274336,0.4112903225806452,0.58625,6.9,0.39821428571428574,False,False,False,True,False,False
Hillport,0.2391987157115935,0.8053435114503816,100.0,0.6902654867256637,0.3709677419354838,0.9087500000000002,8.5,0.375,False,False,False,True,False,False
West Wood,0.3089969986738326,0.467557251908397,65.2,0.33628318584070793,0.4435483870967742,0.5875,6.8,0.5428571428571428,False,False,False,True,False,False
Harborville,0.22056257416067565,0.6240458015267175,99.9,0.6238938053097345,0.4435483870967742,0.7025000000000001,8.2,0.6642857142857144,False,False,False,True,False,False
Townburg,0.2112096042437356,0.6240458015267175,85.6,0.5752212389380531,0.27419354838709675,0.3087500000000001,8.5,0.7696428571428572,False,False,False,True,False,False
Forestton,0.1314301668178963,0.7080152671755725,100.0,0.7035398230088495,0.3064516129032258,1.0,8.5,0.5517857142857142,False,False,False,True,False,False
San Bridge,0.1349898792489705,0.7366412213740458,83.7,0.7389380530973451,0.3709677419354838,0.5900000000000001,8.5,0.7374999999999999,False,False,False,True,False,False
Gardenland,0.089900188455364,0.8778625954198472,92.8,0.6637168141592921,0.25806451612903225,0.405,8.5,0.9089285714285714,False,False,False,True,False,False
Vistahaven,0.20499755706009634,0.7576335877862594,80.7,0.7389380530973451,0.16129032258064513,0.735,8.5,0.5,False,False,False,True,False,False
